movieId,imdb_id,tmdb_id,rating,average_rating,title
185029,6644200,447332,4,3.69498,A Quiet Place (2018)
188623,7282468,491584,4,3.80651,Burning (2018)
188773,8075192,505192,4.5,4.02382,Shoplifters (2018)
188829,8267604,517814,5,3.9436,Capernaum (2018)
189041,5052474,400535,4,3.55446,Sicario: Day of the Soldado (2018)
189333,4912910,353081,4,3.80278,Mission: Impossible - Fallout (2018)
189713,7349662,487558,4,3.72269,BlacKkKlansman (2018)
192379,1213641,369972,4,3.6002,First Man (2018)
192383,1226837,451915,4,3.76554,Beautiful Boy (2018)
192803,1727824,424694,3.5,3.68373,Bohemian Rhapsody (2018)
194448,6966692,490132,4,3.96239,Green Book (2018)
194696,8108198,534780,4,3.85799,Andhadhun (2018)
195159,4633694,324857,4,4.17961,Spider-Man: Into the Spider-Verse (2018)
195163,4701182,424783,3,3.24043,Bumblebee (2018)
197711,6857112,458723,3.5,3.54404,Us (2019)
198149,1262426,402431,4,3.49619,Wicked (2024)
200818,6146586,458156,4,3.76671,John Wick: Chapter 3 - Parabellum (2019)
200820,3741700,373571,3,2.90165,Godzilla: King of the Monsters (2019)
201340,7984734,503919,4,3.79139,The Lighthouse (2019)
201646,8772262,530385,4,3.78729,Midsommar (2019)
202429,7131622,466272,4,3.77698,Once Upon a Time... in Hollywood (2019)
202439,6751668,496243,4.5,4.30775,Parasite (2019)
202749,8613070,531428,4.5,4.0336,Portrait of a Lady on Fire (2019)
203322,4364194,463257,4,3.82427,The Peanut Butter Falcon (2019)
203375,1950186,359724,3.5,3.96631,Ford v Ferrari (2019)
203519,6806448,384018,2.5,3.10643,Fast & Furious Presents: Hobbs & Shaw (2019)
203847,8413338,575351,5,4.19355,Kumbalangi Nights (2019)
204158,9426210,568160,4.5,3.77279,Weathering with You (2019)
204542,7349950,474350,3,3.09136,It Chapter Two (2019)
204698,7286456,475557,5,3.89561,Joker (2019)
205072,1560220,338967,3.5,3.27099,Zombieland: Double Tap (2019)
205156,2584384,515001,4,3.96722,Jojo Rabbit (2019)
205441,7653254,492188,4.5,3.78033,Marriage Story (2019)
206246,8228288,619264,3.5,3.61578,The Platform (2019)
206857,1302006,398978,4.5,3.65707,The Irishman (2019)
207313,8946378,546554,4,4.03642,Knives Out (2019)
207405,5606664,501170,4,3.53779,Doctor Sleep (2019)
208020,7060344,412862,4,3.5303,Ratsasan (2018)
208205,2527338,181812,3,2.77823,Star Wars: The Rise of Skywalker (2019)
208703,8579674,530915,4,4.03837,1917 (2019)
208939,4729430,508965,4,3.93787,Klaus (2019)
209315,3281548,331482,4,3.82703,Little Women (2019)
209965,5727208,473033,4.5,3.76973,Uncut Gems (2019)
210569,7713068,495764,3.5,2.99745,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn) (2020)
210861,8367814,522627,4,3.8765,The Gentlemen (2020)
212361,5363618,502033,4,3.86055,Sound of Metal (2020)
212461,1051906,570670,4,3.4739,The Invisible Man (2020)
213347,8332922,520763,4.5,3.51085,A Quiet Place Part II (2021)
213397,9620292,582014,4.5,3.67476,Promising Young Woman (2020)
213604,9731534,547565,3,3.39693,The Night House (2021)
215353,10633456,615643,4.5,3.70087,Minari (2021)
217465,6723592,577922,3.5,3.5665,Tenet (2020)
217655,8503618,556574,4,3.78384,Hamilton (2025)
218537,9484998,587792,3.5,3.87252,Palm Springs (2020)
219994,10272386,600354,5,3.99629,The Father (2020)
220380,9243804,559907,4,3.49962,The Green Knight (2021)
222248,8110330,645484,3,3.08621,Dil Bechara (2020)
222477,7126948,464052,2,2.4612,Wonder Woman 1984 (2020)
223204,8847712,542178,5,3.58353,The French Dispatch (2021)
223944,11464826,656690,4.5,3.62199,The Social Dilemma (2020)
224052,5198068,441130,4.5,3.90279,Wolfwalkers (2020)
224264,7979580,501929,5,3.69797,The Mitchells vs. the Machines (2021)
224280,2382320,370172,4,3.51262,No Time to Die (2021)
224338,11161474,641662,4,3.37436,Pieces of a Woman (2020)
225145,9770150,581734,3.5,3.57625,Nomadland (2021)
225173,2948372,508442,4,3.89714,Soul (2020)
225758,11989890,664280,4.5,4.05241,David Attenborough: A Life on Our Planet (2020)
225776,10944760,630240,3.5,3.31494,Titane (2021)
225970,10618286,614560,3.5,3.1798,Mank (2020)
225984,10288566,580175,4,3.82255,Another Round (2020)
226202,6264654,550988,3.5,3.49087,Free Guy (2021)
226270,1070874,556984,4.5,3.8342,The Trial of the Chicago 7 (2020)
226886,5867314,516632,4,3.20667,The Empty Man (2020)
231057,3661210,532865,4.5,3.54004,The Dig (2021)
233555,10016180,602269,3,3.05797,The Little Things (2021)
233993,9784798,583406,4,3.69565,Judas and the Black Messiah (2021)
236991,10366460,776503,4,3.91337,CODA (2021)
239254,11389748,423333,4.5,3.74123,Mass (2021)
240682,12361178,706872,3.5,3.79167,Drishyam 2 (2021)
241272,7888964,615457,4,3.68504,Nobody (2021)
242774,3480822,497698,3,3.11738,Black Widow (2021)
242894,5034838,399566,3.5,2.98316,Godzilla vs. Kong (2021)
242906,11291274,648579,4,3.44666,The Unbearable Weight of Massive Talent (2022)
243642,12361974,791373,4,3.43616,Zack Snyder's Justice League (2021)
244178,11138512,639933,4.5,3.51782,The Northman (2022)
244334,11083552,637649,3.5,3.51351,Wrath of Man (2021)
247988,12801262,508943,4,3.61936,Luca (2021)
248702,13206926,791779,4,3.55556,Joji (2021)
249540,3228774,337404,4,3.50574,Cruella (2021)
250010,14544192,823754,5,3.94995,Bo Burnham: Inside (2021)
250546,11337862,691179,4,3.1806,Friends: The Reunion (2021)
250968,1321510,467909,3,3.46356,In the Heights (2021)
251086,6334354,436969,4,3.4422,The Suicide Squad (2021)
251234,7069210,423108,3.5,3.16949,The Conjuring: The Devil Made Me Do It (2021)
252180,11003218,635731,4.5,3.57834,Pig (2021)
253690,10370710,660120,3.5,3.81411,The Worst Person in the World (2021)
254070,10919240,665133,4,3.75,Malik (2021)
254178,9812474,788929,3.5,3.25166,Lamb (2021)
254724,8110232,524369,3.5,2.85532,The Many Saints of Newark (2021)
254726,1160419,438631,4.5,3.97237,Dune (2021)
255335,9376612,566525,3.5,3.44392,Shang-Chi and the Legend of the Ten Rings (2021)
255337,7097896,580489,3.5,2.92515,Venom: Let There Be Carnage (2021)
256567,8430054,680813,4,3.87909,Flee (2021)
257037,14039582,758866,4,3.80013,Drive My Car (2021)
257281,10095582,591538,3.5,3.45346,The Tragedy of Macbeth (2021)
257751,3811906,619778,3,3.09037,Malignant (2021)
258451,9639470,576845,3.5,3.43538,Last Night in Soho (2021)
258881,10986222,632617,4.5,3.63605,C'mon C'mon (2021)
259659,4244994,617653,4.5,3.5687,The Last Duel (2021)
259665,12789558,777270,4,3.44512,Belfast (2021)
260243,10293406,600583,4,3.42052,The Power of the Dog (2021)
260617,11271038,718032,3.5,3.46028,Licorice Pizza (2021)
261705,8721424,537116,4,3.65915,"tick, tick... BOOM! (2021)"
263005,3581652,511809,4,3.37752,West Side Story (2021)
263007,10872600,634649,3.5,3.82533,Spider-Man: No Way Home (2021)
263405,7740496,597208,3.5,3.40815,Nightmare Alley (2021)
263407,11286314,646380,4,3.40665,Don't Look Up (2021)
263973,11214590,644495,3.5,3.08824,House of Gucci (2021)
265460,7144666,756999,3.5,3.33182,The Black Phone (2022)
266002,5537002,466420,4,3.61305,Killers of the Flower Moon (2023)
267456,13833688,785084,4.5,3.6026,The Whale (2022)
267654,16116174,899082,4,3.3739,Harry Potter 20th Anniversary: Return to Hogwarts (2022)
268642,1877830,414906,4.5,3.71289,The Batman (2022)
269226,11466222,656663,4,3.17342,Jackass Forever (2022)
270698,6710474,545611,4.5,4.03128,Everything Everywhere All at Once (2022)
271134,14376344,814340,4,3.46341,Cha Cha Real Smooth (2022)
272525,9419884,453395,3.5,3.19231,Doctor Strange in the Multiverse of Madness (2022)
273891,12593682,718930,4,3.66883,Bullet Train (2022)
274053,1745960,361743,5,3.89955,Top Gun: Maverick (2022)
275167,12477480,705996,4.5,3.68416,Decision to Leave (2022)
275245,10954984,762504,3.5,3.49026,Nope (2022)
275503,19770238,965150,5,3.97361,Aftersun (2022)
276317,5113044,438148,2.5,3.13877,Minions: The Rise of Gru (2022)
276929,11866324,766507,3.5,3.48918,Prey (2022)
277028,12262116,698948,4.5,3.84411,Thirteen Lives (2022)
277066,7322224,497828,4,3.66345,Triangle of Sadness (2022)
278176,14444726,817758,4,3.75373,TÁR (2022)
278420,17076046,928344,4,3.44186,Weird: The Al Yankovic Story (2022)
278446,11813216,674324,4,3.84992,The Banshees of Inisherin (2022)
278578,1016150,49046,4,3.85269,All Quiet on the Western Front (2022)
278586,15791034,913290,4.5,3.50728,Barbarian (2022)
278690,10304142,664469,3.5,2.87624,Amsterdam (2022)
278702,11564570,661374,3.5,3.59445,Glass Onion: A Knives Out Mystery (2022)
278980,14208870,804095,3.5,3.66164,The Fabelmans (2022)
279182,15474916,882598,3.5,3.29474,Smile (2022)
279414,9114286,505642,3.5,3.05065,Black Panther: Wakanda Forever (2022)
279458,12818328,1019939,5,3.66422,Hundreds of Beavers (2024)
279762,15364972,870518,4,3.31765,Sanctuary (2023)
279812,9764362,593643,4,3.64839,The Menu (2022)
280038,11555492,856437,4,3.73529,Farha (2021)
280184,12625756,721636,4,3.33333,Churuli (2021)
280202,10638522,1008042,4.5,3.59607,Talk to Me (2023)
280218,1630029,76600,4,3.43381,Avatar: The Way of Water (2022)
280868,1488589,555604,4,3.60063,Guillermo del Toro's Pinocchio (2022)
281096,3915174,315162,4,3.92527,Puss in Boots: The Last Wish (2022)
281188,16428256,916224,4.5,3.74474,Suzume (2022)
281190,10640346,615777,3.5,3.38874,Babylon (2022)
282561,7985704,739405,2.5,3.09673,Operation Fortune: Ruse de Guerre (2023)
283139,14846026,840326,3.5,3.36806,Sisu (2022)
283577,13238346,666277,4.5,3.91748,Past Lives (2023)
283873,10366206,603692,4,3.68772,John Wick: Chapter 4 (2023)
284293,4873118,882569,3.5,3.68982,Guy Ritchie's The Covenant (2023)
285301,2906216,493529,4,3.68045,Dungeons & Dragons: Honor Among Thieves (2023)
285593,6791350,447365,4,3.73172,Guardians of the Galaxy Vol. 3 (2023)
285851,16419074,964980,4,3.52464,Air (2023)
286355,13521006,798286,3.5,3.49171,Beau Is Afraid (2023)
286357,13345606,713704,3.5,3.1917,Evil Dead Rise (2023)
286783,14230458,792307,4,3.7223,Poor Things (2023)
286897,9362722,569094,5,4.13762,Spider-Man: Across the Spider-Verse (2023)
286901,439572,298618,3.5,2.85565,The Flash (2023)
286905,1462764,335977,3.5,3.10654,Indiana Jones and the Dial of Destiny (2023)
287377,5433140,385687,2.5,2.69312,Fast X (2023)
287691,27503384,976893,4,4.03721,Perfect Days (2023)
287699,15398776,872585,4.5,3.94574,Oppenheimer (2023)
287805,7160372,467244,4,3.68914,The Zone of Interest (2023)
288265,9603212,575264,3.5,3.67145,Mission: Impossible - Dead Reckoning Part One (2023)
288513,1517268,346698,4,3.45047,Barbie (2023)
288773,17009710,915935,4,3.8558,Anatomy of a Fall (2023)
288807,23736044,1050035,4.5,3.91667,Monster (2023)
289741,21807222,951491,3.5,2.99158,Saw X (2023)
290381,1136617,800158,4,3.28639,The Killer (2023)
290573,11858890,670292,3,3.12628,The Creator (2023)
291479,16300962,744857,3.5,3.54887,When Evil Lurks (2023)
292163,14849194,840430,5,3.8945,The Holdovers (2023)
292849,14966898,938614,3.5,3.55297,Late Night with the Devil (2024)
294477,21192142,994108,4,3.64,All of Us Strangers (2023)
294561,23289160,940721,4,3.78477,Godzilla Minus One (2023)
295411,21064584,850165,4,3.70244,The Iron Claw (2023)
295763,16277242,906126,4.5,3.79516,Society of the Snow (2023)
296045,1684562,746036,3.5,3.38352,The Fall Guy (2024)
296831,15239678,693134,5,4.14781,Dune: Part Two (2024)
298129,21823606,1013850,4,3.6112,A Real Pain (2024)
298227,26458038,1069945,4.5,3.84091,Manjummel Boys (2024)
298895,27302079,957926,4,4.25,Aattam (2024)
298947,12037194,786892,4,3.61131,Furiosa: A Mad Max Saga (2024)
298973,27802490,838209,3.5,3.59,Exhuma (2024)
299433,16426418,937287,4,3.55938,Challengers (2024)
299925,11375428,653221,3,4,Hridayam (2022)
300083,26660021,1084812,4,3.66667,Aavesham (2024)
300201,22022452,1022789,4,3.62759,Inside Out 2 (2024)
300909,17526714,933260,4.5,3.55766,The Substance (2024)
301151,12735488,801688,2.5,3.2931,Kalki 2898-AD (2024)
301309,6263850,533535,4,3.53378,Deadpool & Wolverine (2024)
301335,28607951,1064213,4.5,3.65011,Anora (2024)
301345,26470109,1216191,4,3.40217,Oddity (2024)
301765,23468450,1226578,3.5,3.24589,Longlegs (2024)
302437,28479262,1155828,4,3.86047,Sing Sing (2024)
302465,26548265,1118224,3.5,3.79688,Maharaja (2024)
302613,29623480,1184918,4.5,3.96939,The Wild Robot (2024)
302655,31392609,1103621,4.5,3.92373,How to Make Millions Before Grandma Dies (2024)
302719,10534500,859987,4,4.83333,#Home (2021)
302777,18412256,945961,4.5,3.46903,Alien: Romulus (2024)
303937,4772188,823219,4.5,3.8566,Flow (2024)
304025,11315808,889737,3,2.4723,Joker: Folie à Deux (2024)
304061,8999762,549509,4,3.55058,The Brutalist (2024)
304277,12908150,842924,3.5,3.66355,The Life of Chuck (2025)
304425,8864596,698687,4,3.5678,Transformers One (2024)
304475,9218128,558449,3,3.03306,Gladiator II (2024)
304561,28015403,1138194,4,3.49583,Heretic (2024)
304717,15980138,1025125,4,3.6,Kishkindha Kaandam (2024)
305103,15552142,863873,4,3.27211,Caddo Lake (2024)
305271,29268110,1100782,3.5,3.30758,Smile 2 (2024)
305283,20215234,974576,4,3.67869,Conclave (2024)
305475,5040012,426063,4.5,3.48166,Nosferatu (2024)
305631,30505698,1239655,3.5,3.34437,Friendship (2025)
305989,27540542,1239511,3,3.80769,Lucky Baskhar (2024)
306081,14961016,1000837,5,3.84756,I'm Still Here (2024)
306371,11563598,661539,3.5,3.5595,A Complete Unknown (2024)
306847,14260836,799766,4,3.43678,Better Man (2024)
307291,26584495,1084199,4,3.51599,Companion (2025)
307681,32495687,950075,3.5,3.75,Sookshmadarshini (2024)
308403,12299608,696506,3.5,3.36194,Mickey 17 (2025)
309243,31434639,1241436,4.5,3.5251,Warfare (2025)
310293,31193180,1233413,3.5,3.7608,Sinners (2025)
311085,20969586,986056,4,3.44884,Thunderbolts* (2025)
312005,31969600,1261125,3.5,2.91667,Thudarum (2025)
312063,9603208,575265,4,3.37101,Mission: Impossible - The Final Reckoning (2025)
312081,7181546,541671,3.5,3.36345,Ballerina (2025)
312363,9619824,574475,3.5,3.27372,Final Destination Bloodlines (2025)
312367,5950044,1061474,3.5,3.56863,Superman (2025)
312377,16311594,911430,4,3.8266,F1 (2025)
312379,32246771,1151031,4.5,3.48148,Bring Her Back (2025)
312937,10676052,617126,4,3.34321,The Fantastic 4: First Steps (2025)
313811,36463894,1376434,4,3.52479,Predator: Killer of Killers (2025)
314203,31184028,1242011,3.5,3.31159,Together (2025)
314205,3402138,1035259,3.5,3.25223,The Naked Gun (2025)
314209,26581740,1078605,4.5,3.67244,Weapons (2025)
315267,30144839,1054867,5,3.97701,One Battle After Another (2025)
